"date","geoRegion","entries","pop","sumTotal","per100Persons","per100PersonsTotal","type","version","granularity"
2021-02-12,"FL",30,38747,1172,0.08,3.02,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-13,"FL",0,38747,1172,0,3.02,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-14,"FL",0,38747,1172,0,3.02,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-15,"FL",75,38747,1247,0.19,3.22,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-16,"FL",245,38747,1492,0.63,3.85,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-17,"FL",201,38747,1693,0.52,4.37,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-18,"FL",119,38747,1812,0.31,4.68,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-19,"FL",0,38747,1812,0,4.68,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-20,"FL",0,38747,1812,0,4.68,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-21,"FL",0,38747,1812,0,4.68,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-23,"FR",0,321783,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-24,"FR",0,321783,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-25,"FR",0,321783,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-26,"FR",0,321783,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-27,"FR",0,321783,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-28,"FR",134,321783,134,0.04,0.04,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-29,"FR",199,321783,333,0.06,0.1,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-30,"FR",194,321783,527,0.06,0.16,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-31,"FR",198,321783,725,0.06,0.23,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-01,"FR",0,321783,725,0,0.23,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-02,"FR",0,321783,725,0,0.23,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-03,"FR",0,321783,725,0,0.23,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-04,"FR",4,321783,729,0,0.23,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-05,"FR",107,321783,836,0.03,0.26,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-06,"FR",235,321783,1071,0.07,0.33,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-07,"FR",67,321783,1138,0.02,0.35,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-08,"FR",117,321783,1255,0.04,0.39,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-09,"FR",0,321783,1255,0,0.39,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-10,"FR",0,321783,1255,0,0.39,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-11,"FR",240,321783,1495,0.07,0.46,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-12,"FR",325,321783,1820,0.1,0.57,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-13,"FR",225,321783,2045,0.07,0.64,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-14,"FR",243,321783,2288,0.08,0.71,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-15,"FR",188,321783,2476,0.06,0.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-16,"FR",84,321783,2560,0.03,0.8,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-17,"FR",0,321783,2560,0,0.8,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-18,"FR",436,321783,2996,0.14,0.93,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-19,"FR",531,321783,3527,0.17,1.1,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-20,"FR",611,321783,4138,0.19,1.29,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-21,"FR",753,321783,4891,0.23,1.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-22,"FR",636,321783,5527,0.2,1.72,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-23,"FR",360,321783,5887,0.11,1.83,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-24,"FR",0,321783,5887,0,1.83,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-25,"FR",560,321783,6447,0.17,2,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-26,"FR",654,321783,7101,0.2,2.21,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-27,"FR",618,321783,7719,0.19,2.4,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-28,"FR",696,321783,8415,0.22,2.62,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-29,"FR",512,321783,8927,0.16,2.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-30,"FR",358,321783,9285,0.11,2.89,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-31,"FR",360,321783,9645,0.11,3,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-01,"FR",771,321783,10416,0.24,3.24,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-02,"FR",698,321783,11114,0.22,3.45,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-03,"FR",737,321783,11851,0.23,3.68,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-04,"FR",812,321783,12663,0.25,3.94,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-05,"FR",669,321783,13332,0.21,4.14,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-06,"FR",447,321783,13779,0.14,4.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-07,"FR",437,321783,14216,0.14,4.42,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-08,"FR",751,321783,14967,0.23,4.65,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-09,"FR",914,321783,15881,0.28,4.94,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-10,"FR",799,321783,16680,0.25,5.18,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-11,"FR",924,321783,17604,0.29,5.47,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-12,"FR",802,321783,18406,0.25,5.72,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-13,"FR",442,321783,18848,0.14,5.86,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-14,"FR",450,321783,19298,0.14,6,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-15,"FR",887,321783,20185,0.28,6.27,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-16,"FR",912,321783,21097,0.28,6.56,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-17,"FR",988,321783,22085,0.31,6.86,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-18,"FR",1023,321783,23108,0.32,7.18,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-19,"FR",832,321783,23940,0.26,7.44,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-20,"FR",723,321783,24663,0.22,7.66,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-21,"FR",364,321783,25027,0.11,7.78,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-23,"GE",0,504128,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-24,"GE",0,504128,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-25,"GE",0,504128,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-26,"GE",0,504128,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-27,"GE",0,504128,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-28,"GE",16,504128,16,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-29,"GE",25,504128,41,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-30,"GE",15,504128,56,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-31,"GE",0,504128,56,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-01,"GE",0,504128,56,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-02,"GE",0,504128,56,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-03,"GE",0,504128,56,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-04,"GE",57,504128,113,0.01,0.02,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-05,"GE",540,504128,653,0.11,0.13,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-06,"GE",558,504128,1211,0.11,0.24,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-07,"GE",698,504128,1909,0.14,0.38,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-08,"GE",708,504128,2617,0.14,0.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-09,"GE",0,504128,2617,0,0.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-10,"GE",0,504128,2617,0,0.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-11,"GE",859,504128,3476,0.17,0.69,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-12,"GE",891,504128,4367,0.18,0.87,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-13,"GE",928,504128,5295,0.18,1.05,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-14,"GE",904,504128,6199,0.18,1.23,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-15,"GE",918,504128,7117,0.18,1.41,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-16,"GE",0,504128,7117,0,1.41,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-17,"GE",0,504128,7117,0,1.41,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-18,"GE",793,504128,7910,0.16,1.57,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-19,"GE",923,504128,8833,0.18,1.75,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-20,"GE",915,504128,9748,0.18,1.93,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-21,"GE",1081,504128,10829,0.21,2.15,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-22,"GE",1004,504128,11833,0.2,2.35,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-23,"GE",0,504128,11833,0,2.35,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-24,"GE",0,504128,11833,0,2.35,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-25,"GE",904,504128,12737,0.18,2.53,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-26,"GE",1106,504128,13843,0.22,2.75,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-27,"GE",1342,504128,15185,0.27,3.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-28,"GE",1355,504128,16540,0.27,3.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-29,"GE",1085,504128,17625,0.22,3.5,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-30,"GE",0,504128,17625,0,3.5,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-31,"GE",0,504128,17625,0,3.5,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-01,"GE",504,504128,18129,0.1,3.6,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-02,"GE",1067,504128,19196,0.21,3.81,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-03,"GE",1087,504128,20283,0.22,4.02,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-04,"GE",1406,504128,21689,0.28,4.3,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-05,"GE",1392,504128,23081,0.28,4.58,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-06,"GE",0,504128,23081,0,4.58,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-07,"GE",0,504128,23081,0,4.58,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-08,"GE",1804,504128,24885,0.36,4.94,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-09,"GE",1746,504128,26631,0.35,5.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-10,"GE",1673,504128,28304,0.33,5.61,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-11,"GE",1591,504128,29895,0.32,5.93,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-12,"GE",1591,504128,31486,0.32,6.25,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-13,"GE",0,504128,31486,0,6.25,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-14,"GE",0,504128,31486,0,6.25,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-15,"GE",1345,504128,32831,0.27,6.51,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-16,"GE",1708,504128,34539,0.34,6.85,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-17,"GE",1856,504128,36395,0.37,7.22,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-18,"GE",1695,504128,38090,0.34,7.56,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-19,"GE",1970,504128,40060,0.39,7.95,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-20,"GE",0,504128,40060,0,7.95,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-21,"GE",0,504128,40060,0,7.95,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-23,"VD",0,805098,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-24,"VD",0,805098,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-25,"VD",0,805098,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-26,"VD",0,805098,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-27,"VD",0,805098,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-28,"VD",0,805098,0,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-29,"VD",10,805098,10,0,0,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-30,"VD",87,805098,97,0.01,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-31,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-01,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-02,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-03,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-04,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-05,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-06,"VD",0,805098,97,0,0.01,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-07,"VD",106,805098,203,0.01,0.03,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-08,"VD",106,805098,309,0.01,0.04,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-09,"VD",35,805098,344,0,0.04,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-10,"VD",30,805098,374,0,0.05,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-11,"VD",650,805098,1024,0.08,0.13,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-12,"VD",952,805098,1976,0.12,0.25,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-13,"VD",1169,805098,3145,0.15,0.39,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-14,"VD",971,805098,4116,0.12,0.51,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-15,"VD",1226,805098,5342,0.15,0.66,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-16,"VD",197,805098,5539,0.02,0.69,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-17,"VD",209,805098,5748,0.03,0.71,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-18,"VD",1626,805098,7374,0.2,0.92,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-19,"VD",1724,805098,9098,0.21,1.13,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-20,"VD",2051,805098,11149,0.25,1.38,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-21,"VD",2310,805098,13459,0.29,1.67,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-22,"VD",2048,805098,15507,0.25,1.93,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-23,"VD",203,805098,15710,0.03,1.95,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-24,"VD",199,805098,15909,0.02,1.98,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-25,"VD",2169,805098,18078,0.27,2.25,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-26,"VD",2384,805098,20462,0.3,2.54,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-27,"VD",2444,805098,22906,0.3,2.85,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-28,"VD",2612,805098,25518,0.32,3.17,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-29,"VD",2026,805098,27544,0.25,3.42,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-30,"VD",188,805098,27732,0.02,3.44,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-31,"VD",185,805098,27917,0.02,3.47,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-01,"VD",2304,805098,30221,0.29,3.75,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-02,"VD",2261,805098,32482,0.28,4.03,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-03,"VD",2353,805098,34835,0.29,4.33,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-04,"VD",2511,805098,37346,0.31,4.64,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-05,"VD",2009,805098,39355,0.25,4.89,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-06,"VD",229,805098,39584,0.03,4.92,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-07,"VD",197,805098,39781,0.02,4.94,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-08,"VD",2607,805098,42388,0.32,5.26,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-09,"VD",2776,805098,45164,0.34,5.61,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-10,"VD",2968,805098,48132,0.37,5.98,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-11,"VD",3255,805098,51387,0.4,6.38,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-12,"VD",3078,805098,54465,0.38,6.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-13,"VD",371,805098,54836,0.05,6.81,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-14,"VD",377,805098,55213,0.05,6.86,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-15,"VD",2750,805098,57963,0.34,7.2,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-16,"VD",2633,805098,60596,0.33,7.53,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-17,"VD",2407,805098,63003,0.3,7.83,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-18,"VD",2436,805098,65439,0.3,8.13,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-19,"VD",2207,805098,67646,0.27,8.4,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-20,"VD",297,805098,67943,0.04,8.44,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-02-21,"VD",121,805098,68064,0.02,8.45,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-23,"ZG",172,127642,172,0.13,0.13,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-24,"ZG",65,127642,237,0.05,0.19,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-25,"ZG",0,127642,237,0,0.19,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-26,"ZG",0,127642,237,0,0.19,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-27,"ZG",0,127642,237,0,0.19,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-28,"ZG",0,127642,237,0,0.19,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-29,"ZG",66,127642,303,0.05,0.24,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-30,"ZG",53,127642,356,0.04,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2020-12-31,"ZG",0,127642,356,0,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-01,"ZG",0,127642,356,0,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-02,"ZG",0,127642,356,0,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-03,"ZG",0,127642,356,0,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-04,"ZG",0,127642,356,0,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-05,"ZG",0,127642,356,0,0.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-06,"ZG",51,127642,407,0.04,0.32,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-07,"ZG",104,127642,511,0.08,0.4,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-08,"ZG",153,127642,664,0.12,0.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-09,"ZG",0,127642,664,0,0.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-10,"ZG",0,127642,664,0,0.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-11,"ZG",109,127642,773,0.09,0.61,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-12,"ZG",146,127642,919,0.11,0.72,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-13,"ZG",222,127642,1141,0.17,0.89,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-14,"ZG",212,127642,1353,0.17,1.06,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-15,"ZG",280,127642,1633,0.22,1.28,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-16,"ZG",248,127642,1881,0.19,1.47,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-17,"ZG",249,127642,2130,0.2,1.67,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-18,"ZG",384,127642,2514,0.3,1.97,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-19,"ZG",700,127642,3214,0.55,2.52,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-20,"ZG",835,127642,4049,0.65,3.17,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-21,"ZG",810,127642,4859,0.63,3.81,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-22,"ZG",689,127642,5548,0.54,4.35,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-23,"ZG",552,127642,6100,0.43,4.78,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-24,"ZG",550,127642,6650,0.43,5.21,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-25,"ZG",251,127642,6901,0.2,5.41,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-26,"ZG",240,127642,7141,0.19,5.59,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-27,"ZG",230,127642,7371,0.18,5.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-28,"ZG",0,127642,7371,0,5.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
2021-01-29,"ZG",0,127642,7371,0,5.77,"COVID19VaccDosesAdministered","2021-02-23_11-12-22","detailed"
